Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
EMP2575,56,Male,Sales,Manufacturing,15,Onsite,59,7,3
EMP2576,26,Prefer not to say,Software Engineer,IT,27,Hybrid,37,10,5
EMP2577,59,Prefer not to say,Data Scientist,Healthcare,18,Hybrid,26,9,2
EMP2578,26,Male,HR,Manufacturing,6,Remote,41,11,5
EMP2579,47,Female,HR,Consulting,25,Onsite,56,10,1
EMP2580,42,Female,Designer,Consulting,30,Hybrid,48,4,2
EMP2581,52,Prefer not to say,Marketing,Finance,11,Onsite,49,0,5
EMP2582,59,Non-binary,Designer,Healthcare,2,Hybrid,47,2,2
EMP2583,56,Non-binary,HR,Retail,5,Hybrid,54,7,4
EMP2584,29,Male,Data Scientist,Manufacturing,19,Hybrid,33,5,1
EMP2585,54,Female,Marketing,Finance,23,Hybrid,59,8,2
EMP2586,48,Male,Data Scientist,Retail,3,Onsite,21,2,1
EMP2587,49,Prefer not to say,Project Manager,Education,29,Onsite,41,5,3
EMP2588,47,Prefer not to say,HR,Retail,26,Remote,33,13,3
EMP2589,47,Prefer not to say,Marketing,Consulting,29,Hybrid,22,7,5
EMP2590,60,Female,Designer,Finance,13,Hybrid,21,2,3
EMP2591,46,Female,HR,Finance,29,Remote,29,13,3
EMP2592,30,Non-binary,Designer,Healthcare,31,Hybrid,23,15,2
EMP2593,58,Non-binary,Sales,IT,1,Remote,36,10,4
EMP2594,57,Male,Project Manager,IT,21,Remote,29,0,4
EMP2595,48,Prefer not to say,HR,Finance,9,Remote,37,13,3
EMP2596,47,Prefer not to say,HR,Consulting,5,Remote,20,14,5
EMP2597,25,Non-binary,Project Manager,Education,14,Onsite,55,0,2
EMP2598,45,Prefer not to say,Sales,Healthcare,33,Hybrid,29,5,3
EMP2599,26,Male,Project Manager,Education,3,Onsite,51,0,4
EMP2600,50,Female,HR,Retail,17,Remote,45,12,2
EMP2601,59,Female,Marketing,Education,26,Remote,49,8,2
EMP2602,35,Male,Marketing,Education,24,Hybrid,21,2,2
EMP2603,44,Female,Marketing,IT,10,Hybrid,40,12,2
EMP2604,41,Prefer not to say,Data Scientist,IT,1,Onsite,53,14,1
EMP2605,46,Female,Sales,Healthcare,12,Remote,30,4,5
EMP2606,27,Male,Sales,Manufacturing,10,Onsite,54,4,5
EMP2607,27,Male,Data Scientist,Retail,11,Onsite,47,6,5
EMP2608,33,Prefer not to say,HR,Manufacturing,21,Onsite,39,11,2
EMP2609,35,Female,Project Manager,Consulting,23,Remote,20,14,5
EMP2610,24,Prefer not to say,Sales,Finance,20,Hybrid,30,5,3
EMP2611,31,Male,Marketing,IT,16,Hybrid,48,15,1
EMP2612,39,Prefer not to say,Data Scientist,Retail,21,Hybrid,29,1,4
EMP2613,42,Male,Data Scientist,Healthcare,13,Onsite,54,6,4
EMP2614,46,Male,Data Scientist,Education,11,Hybrid,41,13,1
EMP2615,48,Non-binary,Project Manager,Consulting,32,Onsite,47,12,5
EMP2616,58,Male,Marketing,Consulting,34,Onsite,50,1,2
EMP2617,44,Female,Marketing,Healthcare,2,Onsite,44,9,2
EMP2618,53,Male,Data Scientist,Consulting,4,Onsite,30,1,5
EMP2619,47,Non-binary,Sales,Finance,3,Hybrid,30,15,5
EMP2620,25,Male,Data Scientist,Manufacturing,1,Onsite,40,1,1
EMP2621,32,Female,Designer,Healthcare,1,Hybrid,47,12,3
EMP2622,23,Male,Project Manager,Consulting,15,Remote,34,15,4
EMP2623,27,Non-binary,Project Manager,Education,9,Remote,52,2,3
EMP2624,45,Non-binary,Designer,Retail,18,Remote,25,14,3
EMP2625,58,Female,Sales,Consulting,25,Remote,49,0,1
EMP2626,57,Male,Marketing,Finance,10,Remote,59,2,2
EMP2627,25,Male,HR,Retail,22,Onsite,60,2,1
EMP2628,59,Female,Project Manager,Finance,27,Remote,38,7,2
EMP2629,43,Prefer not to say,Designer,Finance,13,Remote,31,1,1
EMP2630,56,Female,Project Manager,IT,5,Onsite,48,4,5
EMP2631,50,Prefer not to say,Designer,Finance,7,Remote,50,7,1
EMP2632,47,Non-binary,Project Manager,Healthcare,24,Hybrid,50,7,2
EMP2633,47,Prefer not to say,Marketing,Consulting,26,Remote,46,7,1
EMP2634,53,Female,Project Manager,Consulting,2,Hybrid,59,0,5
EMP2635,47,Female,Sales,Healthcare,8,Hybrid,55,9,5
EMP2636,45,Non-binary,Marketing,Consulting,21,Remote,38,3,1
EMP2637,24,Non-binary,HR,Retail,18,Hybrid,36,7,4
EMP2638,44,Prefer not to say,Sales,Retail,19,Hybrid,33,2,4
EMP2639,55,Male,Data Scientist,Finance,31,Hybrid,31,10,5
EMP2640,25,Non-binary,Marketing,Education,29,Onsite,44,1,5
EMP2641,30,Non-binary,Designer,Manufacturing,25,Remote,22,10,5
EMP2642,35,Female,Sales,Education,29,Onsite,32,15,4
EMP2643,50,Male,Marketing,Consulting,20,Onsite,33,5,3
EMP2644,27,Female,HR,Healthcare,8,Hybrid,44,11,5
EMP2645,34,Male,Designer,Manufacturing,29,Onsite,57,13,5
EMP2646,30,Prefer not to say,HR,Retail,1,Remote,54,1,3
EMP2647,42,Female,HR,Education,7,Hybrid,45,4,3
EMP2648,52,Prefer not to say,HR,Education,6,Hybrid,48,4,1
EMP2649,45,Non-binary,HR,Education,26,Remote,42,2,4
EMP2650,50,Female,Software Engineer,Healthcare,16,Hybrid,38,11,3
EMP2651,54,Non-binary,Sales,Finance,28,Hybrid,59,12,3
EMP2652,54,Female,Designer,Finance,24,Hybrid,28,13,4
EMP2653,25,Prefer not to say,Sales,IT,30,Onsite,34,8,4
EMP2654,54,Female,Sales,Consulting,11,Hybrid,29,5,3
EMP2655,29,Non-binary,Marketing,Retail,2,Onsite,48,11,3
EMP2656,37,Female,Designer,IT,1,Onsite,51,5,1
EMP2657,56,Non-binary,Software Engineer,IT,1,Hybrid,37,10,2
EMP2658,33,Non-binary,HR,IT,6,Onsite,32,8,5
EMP2659,22,Female,Data Scientist,Manufacturing,14,Onsite,40,3,4
EMP2660,53,Female,Marketing,Consulting,18,Remote,25,7,3
EMP2661,53,Female,Designer,Retail,4,Remote,34,11,4
EMP2662,43,Female,Marketing,Consulting,18,Onsite,55,11,3
EMP2663,53,Female,Project Manager,IT,14,Hybrid,22,0,1
EMP2664,34,Male,Project Manager,Retail,21,Onsite,57,10,3
EMP2665,40,Prefer not to say,Project Manager,Education,6,Onsite,60,0,2
EMP2666,33,Male,Designer,Healthcare,5,Remote,40,1,5
EMP2667,58,Male,Designer,Finance,32,Remote,60,6,5
EMP2668,35,Non-binary,Designer,IT,22,Remote,31,10,4
EMP2669,27,Prefer not to say,Designer,Healthcare,25,Remote,55,2,5
EMP2670,46,Female,Data Scientist,IT,30,Hybrid,40,8,4
EMP2671,42,Prefer not to say,Sales,IT,16,Remote,53,12,3
EMP2672,36,Male,HR,Manufacturing,21,Remote,34,14,4
EMP2673,53,Female,Project Manager,Education,35,Hybrid,23,13,3
EMP2674,25,Female,Data Scientist,Finance,28,Onsite,54,15,1
EMP2675,32,Prefer not to say,Sales,IT,1,Hybrid,29,8,2
EMP2676,59,Non-binary,Marketing,Consulting,29,Hybrid,40,9,5
EMP2677,26,Male,Sales,Retail,13,Remote,22,1,3
EMP2678,40,Non-binary,Marketing,Retail,13,Onsite,22,14,3
EMP2679,38,Female,Software Engineer,Education,6,Onsite,48,8,4
EMP2680,23,Non-binary,Data Scientist,IT,27,Hybrid,22,6,1
EMP2681,49,Prefer not to say,Sales,IT,7,Onsite,28,10,3
EMP2682,26,Male,Marketing,Retail,8,Remote,43,7,1
EMP2683,46,Non-binary,Data Scientist,IT,1,Hybrid,49,5,5
EMP2684,51,Male,Software Engineer,Consulting,4,Remote,20,10,2
EMP2685,58,Female,Designer,Education,33,Hybrid,24,1,5
EMP2686,49,Non-binary,HR,Healthcare,33,Remote,24,2,1
EMP2687,51,Non-binary,Software Engineer,Consulting,5,Onsite,47,2,3
EMP2688,43,Prefer not to say,Project Manager,Finance,1,Hybrid,30,13,2
EMP2689,38,Female,Sales,IT,15,Onsite,50,4,4
EMP2690,58,Non-binary,Marketing,Retail,6,Onsite,34,9,4
EMP2691,43,Female,Data Scientist,Finance,29,Remote,55,7,2
EMP2692,52,Male,Sales,Education,12,Remote,55,14,5
EMP2693,35,Female,Software Engineer,Retail,16,Onsite,45,12,3
EMP2694,52,Male,Project Manager,IT,19,Onsite,20,3,2
EMP2695,23,Male,HR,IT,34,Remote,59,12,3
EMP2696,36,Prefer not to say,HR,IT,27,Remote,32,10,5
EMP2697,31,Female,Sales,Manufacturing,15,Onsite,25,7,5
EMP2698,43,Male,Sales,Finance,18,Hybrid,30,15,2
EMP2699,54,Male,HR,Manufacturing,11,Hybrid,33,10,3
EMP2700,53,Female,Marketing,Consulting,18,Remote,58,13,5
EMP2701,30,Non-binary,Software Engineer,IT,16,Remote,55,12,4
EMP2702,51,Prefer not to say,Designer,Retail,29,Onsite,58,2,5
EMP2703,58,Male,Marketing,Healthcare,25,Onsite,34,4,4
EMP2704,51,Male,Software Engineer,IT,21,Onsite,36,15,4
EMP2705,32,Non-binary,Software Engineer,Finance,8,Onsite,42,2,3
EMP2706,55,Non-binary,Marketing,Retail,2,Hybrid,22,15,4
EMP2707,36,Prefer not to say,HR,Education,33,Hybrid,52,3,4
EMP2708,31,Non-binary,Software Engineer,Education,27,Onsite,53,6,5
EMP2709,27,Prefer not to say,Data Scientist,Healthcare,27,Hybrid,37,11,3
EMP2710,31,Prefer not to say,Data Scientist,Manufacturing,29,Onsite,55,4,2
EMP2711,40,Female,Project Manager,Healthcare,12,Remote,42,4,1
EMP2712,28,Prefer not to say,Marketing,IT,33,Onsite,55,4,3
EMP2713,58,Non-binary,Software Engineer,Manufacturing,24,Hybrid,42,13,5
EMP2714,53,Non-binary,Software Engineer,Manufacturing,6,Hybrid,39,10,4
EMP2715,34,Female,Designer,Consulting,21,Hybrid,54,3,2
EMP2716,47,Prefer not to say,Data Scientist,Education,15,Onsite,28,0,4
EMP2717,41,Non-binary,Project Manager,IT,27,Onsite,44,13,4
EMP2718,48,Female,Data Scientist,Finance,20,Onsite,36,11,2
EMP2719,22,Prefer not to say,HR,Manufacturing,30,Remote,20,15,4
EMP2720,30,Female,Sales,Manufacturing,34,Onsite,42,15,2
EMP2721,42,Prefer not to say,Marketing,IT,24,Remote,24,1,1
EMP2722,34,Female,HR,Education,2,Hybrid,48,7,3
EMP2723,34,Prefer not to say,Project Manager,IT,10,Hybrid,30,13,4
EMP2724,41,Male,HR,Manufacturing,24,Onsite,27,5,1
EMP2725,41,Female,Sales,Consulting,11,Hybrid,24,5,2
EMP2726,27,Prefer not to say,Designer,Healthcare,17,Remote,42,0,5
EMP2727,27,Non-binary,Designer,IT,24,Remote,53,10,4
EMP2728,22,Male,Sales,Retail,9,Hybrid,34,14,4
EMP2729,27,Male,HR,Retail,4,Onsite,42,7,1
EMP2730,25,Non-binary,Data Scientist,Manufacturing,3,Hybrid,25,3,1
EMP2731,46,Prefer not to say,Software Engineer,Consulting,6,Hybrid,30,15,5
EMP2732,30,Non-binary,Project Manager,Finance,16,Hybrid,27,9,2
EMP2733,38,Non-binary,Project Manager,Retail,26,Hybrid,27,15,1
EMP2734,41,Prefer not to say,Project Manager,Manufacturing,3,Hybrid,56,5,2
EMP2735,46,Male,Marketing,Retail,20,Onsite,30,14,3
EMP2736,58,Prefer not to say,Project Manager,Healthcare,31,Onsite,40,1,4
EMP2737,57,Prefer not to say,Sales,Retail,17,Hybrid,57,13,3
EMP2738,35,Non-binary,HR,Retail,28,Remote,46,10,1
EMP2739,30,Male,Data Scientist,Consulting,21,Remote,38,15,5
EMP2740,42,Male,Sales,Healthcare,3,Hybrid,47,5,1
EMP2741,57,Male,Marketing,Finance,13,Remote,22,8,3
EMP2742,40,Non-binary,Project Manager,Manufacturing,4,Onsite,34,8,4
EMP2743,33,Male,Data Scientist,Finance,35,Hybrid,46,2,5
EMP2744,31,Prefer not to say,Data Scientist,Healthcare,19,Onsite,28,0,3
EMP2745,54,Non-binary,Software Engineer,Manufacturing,27,Onsite,35,1,5
EMP2746,25,Female,Designer,Retail,35,Hybrid,23,14,3
EMP2747,46,Female,Marketing,IT,32,Onsite,36,7,4
EMP2748,44,Prefer not to say,Marketing,Retail,30,Hybrid,45,10,5
EMP2749,25,Prefer not to say,Project Manager,Retail,17,Remote,39,9,1
EMP2750,29,Non-binary,Designer,Education,28,Hybrid,55,7,1
EMP2751,43,Female,HR,Education,4,Remote,26,5,4
EMP2752,30,Male,Software Engineer,Consulting,34,Remote,51,6,1
EMP2753,24,Non-binary,Data Scientist,Finance,13,Remote,20,4,5
EMP2754,32,Non-binary,HR,Education,18,Remote,46,12,5
EMP2755,32,Female,Designer,Consulting,10,Onsite,31,0,1
EMP2756,52,Female,Sales,Consulting,5,Onsite,56,11,1
EMP2757,28,Prefer not to say,Project Manager,Education,30,Hybrid,52,10,3
EMP2758,25,Female,Sales,Finance,35,Onsite,53,14,2
EMP2759,45,Female,Marketing,Retail,3,Hybrid,30,0,5
EMP2760,46,Female,Marketing,Manufacturing,22,Onsite,56,13,5
EMP2761,58,Prefer not to say,Data Scientist,Finance,34,Onsite,20,15,3
EMP2762,46,Prefer not to say,Software Engineer,Consulting,33,Remote,52,10,4
EMP2763,32,Non-binary,Sales,IT,4,Hybrid,38,5,5
EMP2764,46,Non-binary,HR,Consulting,21,Remote,36,10,2
EMP2765,45,Male,Designer,Education,1,Onsite,25,9,4
EMP2766,33,Non-binary,Designer,Education,30,Hybrid,46,8,4
EMP2767,47,Male,Data Scientist,Healthcare,28,Hybrid,42,8,5
EMP2768,23,Non-binary,Software Engineer,Education,26,Remote,32,9,5
EMP2769,55,Female,Designer,Manufacturing,34,Hybrid,34,8,1
EMP2770,24,Female,Marketing,Finance,5,Remote,35,1,5
EMP2771,33,Female,Designer,Finance,24,Onsite,27,13,3
EMP2772,22,Male,Marketing,IT,27,Hybrid,43,7,5
EMP2773,33,Prefer not to say,Data Scientist,Consulting,16,Hybrid,27,1,3
EMP2774,48,Non-binary,Sales,Education,13,Onsite,31,8,4
EMP2775,35,Female,Marketing,Education,25,Onsite,20,2,3
EMP2776,26,Prefer not to say,HR,Retail,24,Hybrid,44,4,2
EMP2777,60,Prefer not to say,Project Manager,Retail,12,Remote,59,2,3
EMP2778,23,Male,Data Scientist,Consulting,19,Onsite,53,3,3
EMP2779,45,Non-binary,Software Engineer,Healthcare,25,Onsite,56,11,4
EMP2780,46,Male,Sales,Consulting,24,Onsite,37,6,1
EMP2781,24,Female,Designer,IT,31,Remote,59,1,1
EMP2782,48,Non-binary,Designer,Education,2,Onsite,41,13,1
EMP2783,55,Female,Sales,Retail,31,Hybrid,32,0,4
EMP2784,36,Prefer not to say,HR,Retail,28,Onsite,38,7,5
EMP2785,39,Prefer not to say,Sales,Healthcare,4,Onsite,42,15,5
EMP2786,24,Female,Software Engineer,Finance,10,Hybrid,45,7,1
EMP2787,48,Male,Sales,Manufacturing,26,Remote,36,4,3
EMP2788,52,Female,Data Scientist,Retail,17,Remote,28,10,3
EMP2789,36,Non-binary,Marketing,Healthcare,33,Remote,23,7,1
EMP2790,57,Female,Sales,Healthcare,17,Hybrid,40,11,5
EMP2791,27,Male,Marketing,Retail,16,Hybrid,40,11,1
EMP2792,31,Non-binary,Data Scientist,Education,31,Onsite,24,5,3
EMP2793,49,Male,Marketing,Education,34,Onsite,21,0,3
EMP2794,60,Prefer not to say,Sales,Finance,2,Onsite,34,3,2
EMP2795,52,Male,Software Engineer,Healthcare,4,Remote,41,10,4
EMP2796,27,Female,Data Scientist,Healthcare,35,Hybrid,23,15,5
EMP2797,55,Male,Marketing,Healthcare,20,Onsite,47,15,5
EMP2798,33,Non-binary,Designer,IT,28,Onsite,45,14,2
EMP2799,49,Prefer not to say,Project Manager,Finance,6,Hybrid,44,0,2
EMP2800,32,Non-binary,HR,Healthcare,9,Onsite,50,5,3
EMP2801,23,Non-binary,HR,Consulting,32,Onsite,36,11,2
EMP2802,35,Male,Sales,Healthcare,10,Remote,32,8,1
EMP2803,53,Non-binary,HR,Healthcare,19,Onsite,38,9,5
EMP2804,37,Male,Marketing,Manufacturing,27,Remote,24,5,1
EMP2805,50,Non-binary,Sales,Consulting,23,Hybrid,26,1,4
EMP2806,50,Prefer not to say,Sales,Healthcare,13,Hybrid,48,14,4
EMP2807,50,Male,HR,Healthcare,18,Remote,56,2,5
EMP2808,54,Female,Project Manager,Consulting,27,Remote,38,12,3
EMP2809,47,Female,HR,Finance,26,Hybrid,47,6,1
EMP2810,30,Prefer not to say,Sales,Healthcare,29,Remote,51,13,3
EMP2811,22,Non-binary,Software Engineer,Manufacturing,14,Hybrid,39,15,2
EMP2812,31,Non-binary,Data Scientist,Manufacturing,22,Remote,52,6,4
EMP2813,33,Female,Designer,Retail,33,Remote,46,0,2
EMP2814,22,Male,Marketing,IT,30,Remote,20,10,1
EMP2815,38,Female,Project Manager,Finance,22,Remote,23,13,1
EMP2816,38,Male,HR,Consulting,21,Onsite,39,0,3
EMP2817,36,Female,HR,Retail,19,Hybrid,29,9,5
EMP2818,47,Male,Project Manager,Healthcare,7,Hybrid,49,8,2
EMP2819,37,Non-binary,Data Scientist,IT,26,Remote,27,7,1
EMP2820,38,Non-binary,Project Manager,Consulting,16,Onsite,27,7,4
EMP2821,39,Non-binary,Project Manager,Healthcare,3,Hybrid,26,8,3
EMP2822,29,Male,Project Manager,Consulting,11,Onsite,39,12,1
EMP2823,38,Prefer not to say,Data Scientist,Manufacturing,26,Hybrid,55,2,5
EMP2824,40,Non-binary,Data Scientist,Healthcare,3,Remote,59,7,5
EMP2825,31,Prefer not to say,Designer,Consulting,24,Onsite,49,9,4
EMP2826,33,Non-binary,Sales,Education,11,Onsite,38,8,5
EMP2827,50,Male,Sales,Manufacturing,16,Remote,26,0,4
EMP2828,59,Non-binary,Sales,Consulting,3,Remote,31,2,2
EMP2829,42,Female,Designer,Education,21,Remote,26,6,4
EMP2830,29,Non-binary,Sales,Manufacturing,1,Onsite,32,9,2
EMP2831,26,Female,Data Scientist,Consulting,7,Onsite,33,4,4
EMP2832,47,Male,Sales,Consulting,34,Hybrid,44,6,1
EMP2833,40,Female,Data Scientist,Manufacturing,12,Onsite,37,5,4
EMP2834,57,Female,HR,Education,12,Onsite,20,1,5
EMP2835,56,Prefer not to say,HR,IT,9,Remote,34,7,5
EMP2836,28,Prefer not to say,Data Scientist,IT,19,Remote,35,15,3
EMP2837,52,Female,HR,Healthcare,33,Onsite,55,2,3
EMP2838,40,Male,Project Manager,Healthcare,9,Hybrid,22,3,2
EMP2839,46,Male,Project Manager,Healthcare,26,Remote,41,6,5
EMP2840,53,Non-binary,Software Engineer,Consulting,6,Hybrid,41,2,5
EMP2841,39,Male,Software Engineer,Finance,13,Onsite,48,13,5
EMP2842,51,Male,Software Engineer,Education,4,Onsite,56,9,5
EMP2843,48,Female,Project Manager,Healthcare,33,Onsite,45,0,5
EMP2844,47,Male,Sales,Finance,30,Remote,53,2,4
EMP2845,25,Non-binary,HR,IT,3,Onsite,28,2,2
EMP2846,34,Non-binary,Project Manager,Consulting,21,Remote,32,6,2
EMP2847,32,Female,Marketing,Education,24,Onsite,55,14,4
EMP2848,22,Non-binary,Sales,IT,24,Onsite,48,1,2
EMP2849,47,Female,Project Manager,Finance,30,Hybrid,57,10,5
EMP2850,52,Female,Designer,Retail,17,Hybrid,37,10,2
EMP2851,55,Male,Marketing,Retail,30,Remote,56,9,2
EMP2852,60,Male,Project Manager,Healthcare,21,Onsite,23,14,1
EMP2853,52,Female,Designer,IT,29,Onsite,49,2,4
EMP2854,33,Prefer not to say,Marketing,Finance,29,Remote,25,15,1
EMP2855,30,Male,Designer,Retail,1,Remote,33,6,2
EMP2856,50,Non-binary,Marketing,Healthcare,1,Hybrid,31,2,3
EMP2857,28,Male,Marketing,Education,12,Onsite,54,3,4
EMP2858,32,Male,Data Scientist,IT,7,Onsite,57,8,4
EMP2859,31,Male,Software Engineer,Finance,28,Hybrid,42,1,3
EMP2860,60,Female,Software Engineer,IT,27,Onsite,49,2,5
EMP2861,23,Female,Sales,Manufacturing,11,Onsite,33,7,4
EMP2862,24,Prefer not to say,Project Manager,Manufacturing,11,Remote,47,8,2
EMP2863,44,Male,Software Engineer,Consulting,34,Hybrid,56,7,5
EMP2864,49,Non-binary,Sales,Finance,32,Remote,25,3,5
EMP2865,28,Male,Project Manager,Education,16,Remote,36,3,1
EMP2866,22,Female,Marketing,Consulting,3,Remote,26,3,3
EMP2867,48,Non-binary,Software Engineer,Manufacturing,16,Remote,56,10,1
EMP2868,56,Male,HR,IT,11,Hybrid,54,15,5
EMP2869,54,Male,Sales,Consulting,8,Onsite,46,3,5
EMP2870,49,Female,Data Scientist,Consulting,3,Remote,36,10,5
EMP2871,27,Prefer not to say,Marketing,Retail,26,Onsite,45,3,2
EMP2872,31,Male,Designer,Finance,6,Remote,36,9,4
EMP2873,26,Male,Data Scientist,Retail,20,Onsite,46,4,5
EMP2874,33,Non-binary,Sales,Finance,17,Hybrid,47,0,1
EMP2875,30,Prefer not to say,Software Engineer,Retail,13,Onsite,41,7,4
EMP2876,39,Female,Data Scientist,Education,18,Onsite,38,15,2
EMP2877,42,Female,Data Scientist,Consulting,17,Onsite,60,2,4
EMP2878,27,Male,Project Manager,Healthcare,5,Onsite,48,1,4
EMP2879,24,Prefer not to say,Designer,Education,33,Remote,24,10,1
EMP2880,42,Non-binary,Data Scientist,Manufacturing,14,Onsite,57,6,3
EMP2881,46,Male,Designer,IT,24,Onsite,30,0,5
EMP2882,57,Male,Data Scientist,Retail,11,Remote,42,14,1
EMP2883,50,Female,Data Scientist,Retail,23,Onsite,51,11,5
EMP2884,31,Male,Designer,Healthcare,15,Onsite,28,11,4
EMP2885,56,Male,Software Engineer,Healthcare,15,Hybrid,60,14,4
EMP2886,31,Female,Project Manager,Finance,15,Onsite,35,0,1
EMP2887,27,Non-binary,Software Engineer,Healthcare,15,Onsite,59,12,2
EMP2888,51,Prefer not to say,Project Manager,Manufacturing,25,Remote,58,1,4
EMP2889,50,Non-binary,HR,Retail,28,Remote,22,4,5
EMP2890,47,Female,Sales,Consulting,10,Remote,45,13,4
EMP2891,28,Prefer not to say,HR,Consulting,6,Hybrid,27,5,2
EMP2892,25,Female,Designer,Consulting,20,Remote,35,1,3
EMP2893,35,Female,Software Engineer,Healthcare,12,Onsite,41,13,5
EMP2894,26,Female,Project Manager,Consulting,15,Remote,31,8,3
EMP2895,31,Female,HR,Retail,6,Hybrid,22,2,1
EMP2896,56,Prefer not to say,Marketing,Finance,21,Remote,24,13,3
EMP2897,45,Non-binary,Data Scientist,Education,9,Hybrid,24,12,4
EMP2898,41,Female,Data Scientist,Finance,30,Hybrid,49,13,5
EMP2899,30,Male,Project Manager,IT,25,Remote,52,3,1
EMP2900,23,Prefer not to say,Project Manager,Finance,35,Remote,55,15,4
EMP2901,34,Female,HR,Consulting,23,Hybrid,22,9,3
EMP2902,25,Male,Data Scientist,Retail,17,Remote,35,7,3
EMP2903,49,Female,Sales,IT,35,Hybrid,52,12,1
EMP2904,33,Female,Software Engineer,Finance,26,Onsite,45,15,2
EMP2905,59,Male,Data Scientist,Education,6,Hybrid,30,3,3
EMP2906,48,Male,HR,Retail,2,Onsite,56,5,4
EMP2907,54,Male,Data Scientist,Retail,7,Remote,21,2,1
EMP2908,54,Female,Project Manager,Manufacturing,29,Hybrid,56,0,1
EMP2909,27,Prefer not to say,Marketing,IT,4,Remote,26,1,4
EMP2910,51,Male,Data Scientist,Finance,2,Hybrid,25,9,2
EMP2911,44,Female,Project Manager,IT,6,Remote,27,15,4
EMP2912,28,Prefer not to say,Software Engineer,Retail,24,Hybrid,60,11,4
EMP2913,34,Prefer not to say,Project Manager,Manufacturing,28,Hybrid,21,3,5
EMP2914,53,Non-binary,Designer,Education,26,Onsite,25,10,1
EMP2915,41,Prefer not to say,Data Scientist,Retail,30,Hybrid,52,1,3
EMP2916,54,Prefer not to say,Project Manager,Finance,1,Remote,41,8,3
EMP2917,35,Prefer not to say,HR,IT,17,Remote,21,1,1
EMP2918,60,Prefer not to say,Project Manager,IT,10,Remote,56,2,4
EMP2919,54,Male,Data Scientist,Healthcare,22,Hybrid,38,6,1
EMP2920,29,Male,Designer,Consulting,23,Remote,43,9,1
EMP2921,34,Male,Designer,Consulting,7,Hybrid,20,12,1
EMP2922,52,Female,HR,Retail,7,Remote,52,7,4
EMP2923,25,Prefer not to say,Software Engineer,Retail,5,Remote,21,4,2
EMP2924,58,Female,Sales,Retail,33,Remote,56,15,4
EMP2925,22,Female,Software Engineer,Consulting,25,Onsite,38,5,3
EMP2926,48,Prefer not to say,Data Scientist,Education,22,Remote,39,15,3
EMP2927,31,Prefer not to say,Marketing,Manufacturing,31,Onsite,47,5,2
EMP2928,33,Male,Project Manager,Finance,3,Remote,53,8,2
EMP2929,41,Non-binary,Data Scientist,Retail,26,Onsite,58,7,3
EMP2930,26,Male,Designer,Retail,17,Onsite,55,15,5
EMP2931,40,Female,Designer,Finance,12,Remote,54,13,3
EMP2932,38,Non-binary,Software Engineer,Education,11,Onsite,60,13,2
EMP2933,43,Female,Data Scientist,Retail,32,Hybrid,34,13,2
EMP2934,32,Prefer not to say,HR,IT,28,Remote,50,14,4
EMP2935,23,Female,HR,IT,27,Onsite,60,15,5
EMP2936,29,Male,Project Manager,Healthcare,6,Remote,20,11,1
EMP2937,36,Non-binary,Marketing,Consulting,9,Hybrid,60,15,3
EMP2938,31,Prefer not to say,HR,IT,27,Remote,38,10,3
EMP2939,56,Prefer not to say,Data Scientist,Education,29,Onsite,53,5,5
EMP2940,24,Female,Sales,IT,23,Onsite,58,10,4
EMP2941,39,Prefer not to say,Project Manager,Manufacturing,3,Onsite,49,13,5
EMP2942,49,Male,Data Scientist,Consulting,25,Remote,30,2,5
EMP2943,29,Female,Designer,Healthcare,30,Remote,42,5,4
EMP2944,58,Male,Data Scientist,Education,19,Remote,34,5,2
EMP2945,54,Male,Project Manager,IT,12,Remote,41,11,3
EMP2946,25,Female,Data Scientist,Retail,19,Remote,22,12,4
EMP2947,35,Male,Sales,Consulting,34,Onsite,24,12,2
